credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
5,3305392882,183996243,6545195432,4,487,1
1,4441427626,9398122593,7650845955,6,592,0
0,417027282,4858134352,9988535028,5,541,0
4,5767234536,2146606741,1052249821,6,613,1
2,3743424411,8137301342,744196623,6,677,0
0,2646982034,1714550317,4759487226,7,666,0
0,3164533215,1108197598,4345164298,2,666,0
0,6284976118,8750134965,8567640651,3,594,0
4,6472932047,2349176634,9301066881,3,614,1
1,2703496439,6615188594,7008567535,5,639,0
3,3237699295,7566873267,5283959376,8,715,0
5,3676139149,1602907054,5788435769,3,536,1
0,4683428593,6476980856,7671565423,2,690,0
0,5292286013,549369542,1051752265,4,646,0
0,3479682927,1881550901,6671901955,2,597,0
0,5185964758,6077710904,7624230801,3,647,0
5,7240998261,2706311345,9481676301,3,647,1
1,4078993798,873454876,7796253052,6,679,0
3,5990180384,1465447201,7876812495,4,629,0
2,6115833737,15234968,1155286666,8,738,0
3,5659289716,1909105991,9288061563,4,654,0
1,4527211255,5674511272,665569848,5,523,0
3,3669635064,1423942593,7467059076,4,655,0
0,3450949925,5202150665,7595953975,5,590,0
2,6811140513,1620638428,1079856194,6,682,0
5,2227484557,9979816675,3646172315,2,608,1
2,4100247977,8846905622,7511460811,6,706,0
1,7470942242,1233029869,1103175544,5,700,0
5,2569546306,1497821016,5406552821,5,610,1
4,5985242694,2403521106,1068255147,5,619,1
4,9674597305,5199853686,2107452061,3,555,1
2,5115432443,1235118752,7958501806,3,598,0
1,3508183583,7729422543,6087101556,3,637,0
1,4373275421,8656076192,7008334357,5,661,0
1,4308483,6722099901,7009484815,7,613,0
0,5458843604,6475293708,9597817894,5,703,0
5,6600948534,264778164,9684110241,5,599,1
1,3213278699,5609060693,574428821,5,611,0
0,5288846497,3854157951,7714594221,4,627,0
0,2438926666,163326321,4785901296,3,583,0
1,4952688491,7459507723,6506223135,2,608,0
1,3505019451,5583905681,6131438424,6,626,0
2,3816273508,7636578665,586342615,8,687,0
0,2620242601,4502366728,75797026,7,642,0
0,5037917278,5135066064,8417678222,5,724,0
1,407480488,6292158102,6838866447,7,677,0
1,3179875261,4262140422,4534297265,5,643,0
1,1028962947,2338382577,1961270812,6,600,0
0,3937876791,3024051431,6554304798,6,593,0
0,2157590893,3377404554,469100526,6,671,0
3,6905866619,1524137741,9522541367,5,521,0
0,3047292523,2516869786,6023332647,5,635,0
1,2921845815,5794115251,5962747158,5,646,0
0,2271910828,1615265449,491262638,2,634,0
5,5428515969,2587290992,8150914578,6,652,1
0,3356589725,7398500443,7343799084,4,669,0
0,5117770945,8227112315,9147744977,2,679,0
5,6199823111,3069891634,1012128282,3,638,1
0,4325029782,4874423954,8263039688,3,748,0
5,3440109034,1898795328,6178859979,2,640,1
0,3228512376,5266584018,5763004439,3,558,0
0,4563204965,5835666667,6868630763,5,759,0
0,3735659518,9456923522,9816348007,5,503,0
1,3921391778,6271861613,5917103276,5,680,0
3,4088075195,1419787238,6442712584,3,566,1
2,5603680933,1467019702,1018166508,5,525,0
1,1052678351,218051145,2896737485,8,670,0
0,5238073804,5095659872,8903102522,4,582,0
3,3697482817,1474424713,7008597731,4,691,0
4,4613898197,1570462651,7341611149,5,583,1
5,276780677,1383286696,4505830304,3,570,1
5,6709024905,2579490681,9049490196,2,682,1
1,3770647826,690647972,7191176639,7,669,0
5,3031641296,1413350465,5121890654,5,610,1
2,2503154687,7556946699,4583330399,5,564,0
1,4066138598,1004367094,9851427754,5,735,0
0,5114121939,1370453395,7995797861,3,584,0
0,5396378182,5689330579,8444517954,4,633,0
0,6362758558,2078275615,893225378,4,673,0
0,2314765653,1720117815,5189240972,4,709,0
0,268970221,2572615312,5728538087,2,572,0
2,5360415515,1308588249,8363277232,3,533,0
0,7174753912,7737166177,8969346406,4,681,0
5,6399714222,2434486582,7983289624,3,593,1
1,4771714694,791023215,7529434834,6,675,0
5,5161165527,2016801471,7302907485,2,636,1
5,3845516135,1818803893,7595295813,6,532,1
2,7926295349,1678317915,109385438,5,680,0
1,3785232702,6533123031,7212312019,6,592,0
0,5339934142,3480542065,8278445423,5,653,0
0,7663999871,4682258763,1013323313,7,641,0
1,2039449277,4107122906,366365646,5,685,0
4,5185312259,169423335,7071833222,2,533,1
1,4380601534,7092444788,6918076154,7,654,0
2,504523898,8172353485,7750756898,7,686,0
0,4346105624,6265592138,8406399452,6,636,0
5,5506387762,2204339321,7983363814,6,633,1
0,2820148412,3504550667,5703557975,5,666,0
5,5175720984,2289988226,8373319147,4,511,1
1,2293508884,6519165053,471089625,3,692,0
0,3183101977,1867665849,75707167,6,667,0
0,4819474259,7180584743,8311407742,4,610,0
0,744289562,8539721527,1323978103,5,701,0
0,422635566,6804037245,6607080709,3,615,0
0,2884246766,3264411968,5469491068,4,683,0
0,2430991486,2752668568,3868786657,4,559,0
5,6105574869,2659758123,9525866246,2,630,1
2,3061936828,8708095031,7167799347,8,664,0
1,3870140906,5507421829,5963908732,5,677,0
1,2575736867,5528504812,5206029392,5,660,0
0,7133562392,4477283469,802407266,3,684,0
5,1664768362,719049662,2519789763,4,560,1
5,6721072484,2590717451,102597841,5,653,1
2,2823802306,8406342618,606892242,6,617,0
1,6251434121,9774826536,1034773915,5,613,0
1,3842695948,8106829556,7043250405,5,680,0
1,510611643,7993799746,9258353707,9,692,0
0,2804193435,5301639321,600983989,2,642,0
1,4156854167,9168760973,1009455319,5,640,0
2,3701061521,894380922,6329789622,6,643,0
4,7105884383,2724141097,1103056891,4,455,1
1,3367090509,8728840902,825037772,5,672,0
1,4337629526,1352343189,9065948487,2,582,0
1,3888838361,697284666,6402869792,6,535,0
1,5604807422,9228160188,8952615221,5,618,0
1,4603403679,7927371551,7344609397,5,690,0
4,4759032551,181314542,6727387546,3,657,1
1,1667169195,3278170465,3513407369,8,601,0
0,4988876343,5340958852,6915978463,5,624,0
5,3482326527,2062189761,8093513009,5,669,1
3,3485458065,1486758637,6674848242,2,578,1
5,4146591104,1811569147,6479280257,3,661,1
0,3721736333,3195345607,8146793539,4,679,0
5,4165333297,2693491999,939434977,4,719,1
0,1571063012,2478536394,2777907453,3,663,0
5,3699071466,203465005,6937445433,6,581,1
2,4047114183,9144177762,6865049768,8,810,0
1,3023086692,4439573015,4119284446,3,644,0
2,2515574726,6567362104,6638300334,7,624,0
5,4298185249,2153126415,658076293,3,593,1
0,3803410617,3656571954,7253664303,3,664,0
3,5052602429,1720072184,8965315782,4,631,0
5,6410871096,2430380399,9041564207,4,564,1
0,3493197254,2813726487,5025508714,2,614,0
2,3441316814,8320001467,5662652984,5,556,0
1,3073179467,4139722687,5155393434,5,712,0
1,1633678019,3116379354,2284801518,2,630,0
5,4180603225,2153551535,6649540773,2,674,1
5,3012121008,1399758712,4482791275,3,549,1
0,2724051549,4405585759,5402185211,4,654,0
0,3642264957,4236622583,6904028464,3,580,0
2,2872866931,7579233547,4639687583,3,590,0
0,5341155094,5939693081,7203047477,3,738,0
1,5506402021,6676960279,8794859295,5,604,0
1,5201734567,1203457831,9013897435,4,631,0
1,1075067781,1695323765,1484121805,6,657,0
0,360407616,4464577603,5458514936,4,631,0
5,4372512972,3972354713,1051326877,3,549,1
2,2533487742,8525882198,4909123843,5,652,0
1,237008143,4519240637,3599141852,5,671,0
0,4861880669,1306559795,6924119342,5,581,0
1,7593794952,1107322535,1343958846,5,672,0
2,1867646306,4903034763,4067067732,7,725,0
2,2606423193,6570459558,4879094546,6,734,0
0,4602361795,6244550065,723903344,4,487,0
0,537268773,4964367356,9576985872,4,635,0
0,4237515052,5382448782,87704564,7,594,0
3,4543381235,1542679364,8253372706,6,625,0
5,5168749054,2117421566,7466815508,3,594,1
0,3974300273,3237428556,8502403242,6,602,0
0,1690758114,7044084022,2642814198,4,624,0
1,3700840396,6872455613,6963613999,4,573,0
0,3892736773,6519556635,6519556635,4,694,0
4,6993328685,2522658609,1012368941,2,535,1
1,5670736864,9381389164,8074326968,5,685,0
5,2928688762,896791244,3236060911,3,456,1
3,4778558443,1835624543,9193421695,4,624,0
0,4589251703,781425776,8963498447,4,676,0
0,3401826873,1793308829,5189833928,3,595,0
1,4844499042,7665958629,7010975543,4,646,0
2,3381298378,9411294472,7795639153,7,619,0
0,3344299517,4721797036,6236442359,4,611,0
0,3151845415,3653781857,6042132403,2,661,0
0,3850932777,3716580824,5919146861,7,777,0
0,4357579656,6566526886,7140129157,5,630,0
1,2517673231,441039318,5924388408,6,626,0
0,3098125823,2803531166,4553180319,5,615,0
1,5669391452,7493537433,7648901804,5,653,0
2,481719742,1385059842,8847180037,5,645,0
0,7303204594,8657019136,1172572168,5,663,0
0,4069518282,7889237207,7690012046,3,587,0
1,3129740897,4127886007,5413828289,6,600,0
1,2354711739,4476496178,3677448673,3,680,0
0,2980976658,5382404713,6361764922,4,669,0
0,2124258728,4095244951,4095244951,5,684,0
0,3181885471,5502907683,5989151586,4,597,0
3,4187296276,134648565,7261152613,5,612,0
1,5820561283,7841960677,9191232678,2,552,0
0,3795595423,3890720392,6269606186,2,647,0
0,3718970555,3829827393,5451621737,5,656,0
0,2614065745,1530457376,3401883834,3,542,0
0,2528033133,212920925,4344220361,5,728,0
0,3570845462,3645659263,6723968452,4,644,0
0,3187789761,2868594545,5274812582,4,669,0
0,2950924445,432397677,6397334971,3,576,0
0,3575015601,3370359931,6286144838,5,586,0
1,2718455317,5365513787,5628612742,8,746,0
2,2815189003,8753767714,4652581034,1,494,1
0,4223141148,5789556586,8125590086,3,563,0
5,4504920306,2758618532,8050619743,5,597,1
0,5310172071,4400741915,7370856627,4,662,0
1,3808427293,6372428393,6307646622,7,656,0
0,4597262662,510452712,7520351286,5,716,0
0,5472700711,6065629709,7624496636,3,627,0
0,5230517514,254505267,7030256998,6,739,0
0,1575656558,1440356678,2727011818,3,697,0
0,3884453912,7294670268,7436868866,4,699,0
0,3495215029,5136976003,6734875271,4,634,0
5,4012569976,2258414379,7460867509,5,519,1
5,4290491374,2651211299,8048426002,4,702,1
1,3757844702,7293609301,5192444707,5,707,0
2,4717355793,1028429558,7688436959,7,752,0
5,283999453,1639269981,6203562379,5,586,1
0,3833870426,2839164662,7800959917,5,581,0
0,5001257681,289638829,6289736376,3,654,0
1,2357027754,6625482856,5459180613,6,725,0
2,3181189261,1048386877,6168613965,5,649,0
5,56736615,2685778467,9653411663,4,480,1
2,3825850948,8399915899,6092298812,6,607,0
4,2932460973,1029857545,4622958581,5,657,1
0,3591419187,4860728117,6522058238,4,586,0
0,2031704386,1988130703,2986323692,5,787,0
1,340360452,5425912571,5519930776,5,650,0
1,41130508,5984712553,752056306,5,621,0
0,3448308474,5438010026,4653738826,3,728,0
1,3514953978,5087471608,5109597528,3,641,0
1,5424343413,781565847,7391314556,3,619,0
0,5056826665,560003184,9036542083,5,692,0
1,4560847703,726507676,6874881814,5,709,0
0,3233243935,424777165,4976505659,3,569,0
0,2841376906,2528426122,4657932668,6,720,0
5,5055241522,2619791445,7961400736,3,714,1
0,4534737184,1809216008,5328142019,3,673,0
0,4584277507,5917943182,7682174755,2,650,0
2,4791410033,129591955,7323455687,3,593,0
1,4236219649,6072362352,7771388464,8,667,0
1,2522473892,7656558863,6542766666,5,643,0
0,4437636255,3388302759,7695188208,4,576,0
0,4989634717,5647201992,8073814074,6,727,0
1,3374892884,754316784,6019020666,5,632,0
1,3500838904,2860209762,5288303423,8,772,0
1,3121738976,4512380854,5459979883,5,591,0
5,3777551372,2070058737,6781830143,4,475,1
0,5145470348,7866124227,7657534981,4,672,0
0,3814627958,5979422723,6999578744,3,562,0
4,3205997658,137792851,5691323865,3,575,1
5,3236784282,1258931808,4815325255,6,589,1
5,6402691692,2931433797,1027811951,2,613,1
0,614040991,4040610638,9008090866,2,685,0
1,5068379471,7898871986,8685842444,5,685,0
0,3825620676,5734181218,6716239892,5,673,0
0,359670992,5847202148,7443114744,5,581,0
4,5453353365,2212953256,8906237285,5,607,1
1,3241447256,8904416119,7435560049,6,543,0
0,3203231465,4046147008,5048708066,4,502,0
5,3138620095,1435755856,5014905008,3,590,1
0,314628354,406592443,6254394454,4,628,0
1,3614936993,1331275693,9054976751,4,636,0
0,7160663107,8250120355,9855022036,3,702,0
1,6794261069,778123678,8236071428,4,698,0
5,3843943901,1859622124,6719700731,4,654,1
0,4165165527,5979423587,741288043,3,667,0
5,5498614319,2420777963,8164381755,3,550,1
0,3421681004,5859311335,6307473249,3,615,0
0,2621393717,1866323092,5866632368,5,576,0
1,3651214839,4619348597,4719817778,5,709,0
0,1558063447,2287759359,2287759359,4,614,0
3,2444622561,737269447,3680222919,4,588,0
2,3883665564,8283312439,5949783049,5,673,0
5,3631271459,166093822,6346955942,4,565,1
2,5712000875,9762159725,7771783113,4,677,0
0,2840493546,2335620759,4202389948,5,645,0
1,1297181782,1562035951,1860488889,7,609,0
2,1549080424,6974916601,3648103988,3,613,0
1,3646526394,9055105274,7536309995,5,752,0
5,2672449283,1687553832,6373425641,5,623,1
1,3700632216,6460605811,5847943656,6,722,0
5,5538396003,2681091121,9659537797,3,592,1
5,479163958,1727388017,6875438804,3,485,1
5,4407702177,1900898271,726995432,5,594,1
0,5979201963,7158691576,8981589748,3,579,0
2,6255556984,1475852012,9369502665,5,647,0
5,4062562275,1810356709,6856947524,3,441,1
3,259669212,102708521,5566605492,6,568,0
3,4708184938,1079823433,5970243269,4,669,0
3,1897250239,5924459774,2836241899,3,674,1
0,8011933092,1045188365,1189391587,2,702,0
1,3217910693,9029555363,8311064948,7,700,0
4,2860089327,1281055867,5971573544,6,628,1
5,6177609593,2695316132,1055112499,4,647,1
4,4731851285,2400107214,1008002383,7,629,0
0,3622887121,513825382,5570610153,3,613,0
0,813755613,5368270748,1020463759,2,651,0
1,3607485487,6992959064,6084094718,4,561,0
4,4461927801,1600780135,8395775128,7,604,0
0,2276667535,4149909836,4274864626,3,669,0
0,5747061674,4074195879,7692475829,4,595,0
0,4457925283,3508262039,5689654601,3,569,0
1,7358171032,1268526443,1191222115,4,741,0
1,2599836251,5954905202,5431800703,3,658,0
0,5189324227,3875275659,7683956893,2,599,0
5,4869557942,2708614359,8923644041,4,637,1
1,2995542171,503770997,5051546696,5,664,0
0,2574015993,2379476072,5733600387,6,615,0
0,6632827767,7681307147,8710401364,2,736,0
0,5346083813,9017400609,8783016375,3,666,0
0,6227035519,6963661563,9168228958,4,585,0
4,4151014379,1736034761,7182075195,5,660,1
0,4051745025,31762374,8468981457,7,580,0
1,2386946125,4504814889,4045155897,6,712,0
0,6217102005,4404524101,8073753377,4,617,0
0,4631287865,5975496165,724495553,3,629,0
4,4123121383,1596119987,6313635824,3,624,1
1,3019548148,6339306857,5586047656,4,511,0
2,6204833068,1578341185,8975829517,3,573,0
0,4783586402,7233445265,6867991686,3,715,0
5,4220278632,2429811737,7309182469,3,598,1
0,336341731,3053222149,5934227048,4,560,0
1,4887939991,7266510212,6944201062,5,700,0
1,3334423715,4826222274,5478102289,7,633,0
0,334661311,3550180208,5888810003,7,784,0
3,292714578,838785751,4834455831,6,605,0
5,4292117412,1830570227,5967069209,3,569,1
2,3805967124,7663159748,772545919,7,650,0
0,41377163,4938116494,6601877101,4,657,0
1,5437648733,9908788892,1026309726,5,648,0
5,4141358322,1993194559,7003644562,2,648,1
0,5171867325,4630787898,8541155172,4,634,0
0,2347870065,7287868237,7287868237,5,636,0
2,2330739165,7844053751,461660557,5,675,0
0,5023085666,8183306718,9707543796,3,698,0
0,1906390298,1799098281,3929879573,5,640,0
0,3987214098,4711229632,5603493698,4,608,0
0,2425849866,218110446,4776825706,2,529,0
0,4494895549,1268760207,6986730177,4,550,0
5,6350219165,3311939403,1022698474,3,514,1
0,4856698309,9578011082,1155718421,3,585,0
0,3503511013,4983057328,577211605,5,543,0
0,2676644971,6294419209,6870811551,3,693,0
1,7558672642,1025854013,1218601315,5,656,0
0,458297717,1500083335,6640987028,2,590,0
0,3476856695,4258810352,6273409732,5,523,0
0,3452535598,3620915701,6706824401,6,724,0
2,3465955064,8764780568,6093553267,7,680,0
0,4616416986,1940684212,5553774716,5,639,0
1,3467790145,7140548647,6245796646,5,764,0
1,317506035,6624527608,5462012426,5,718,0
1,5726596454,7234149115,8860460096,5,650,0
1,3712262138,7107310509,6889378224,6,641,0
0,5247668612,2639276677,8017610503,4,655,0
0,3590572745,2264624203,5682217852,5,615,0
2,3128413229,1279075161,6774600582,3,563,0
1,290242719,4184114737,423296674,5,701,0
1,3932921072,7521335941,7505228468,7,720,0
1,3581474396,9872483159,7714805909,5,684,0
0,4578142501,6730305131,6730305131,5,550,0
5,2804381274,1651264952,5273515474,3,657,1
1,3671993442,791526058,8132421952,7,653,0
2,3484851987,9447553216,6687247049,5,585,0
0,4982482567,7998096042,8498903575,3,648,0
1,4238470471,8717988967,6587369014,3,653,0
0,4208574574,5868190625,658502144,4,696,0
1,2222310683,5778736833,5234702146,4,521,0
2,2842029989,8783739171,6233938677,8,611,0
0,7204197903,5672023513,9817408389,2,669,0
0,2366575217,1929804303,441948807,3,606,0
0,3405332542,2134631331,5439340609,4,593,0
1,945344159,1038860581,1280331722,5,656,0
0,4412948068,4075281582,6638143512,5,666,0
1,5899990232,7558960684,7854838134,5,620,0
0,4694530868,331112776,7313008199,7,645,0
0,4492431191,5077735565,8131249643,4,586,0
0,3541985047,2227915533,652987097,3,665,0
0,2325233334,4310856122,4345128607,3,692,0
0,3575745408,3565416828,5682823797,4,600,0
2,4812279568,1389101916,7182447906,4,751,0
0,2856906303,4498510214,6160827407,5,651,0
0,3092024551,4517716683,6669449539,4,659,0
3,2705252837,861371696,5434728277,4,590,0
0,1728442117,1257754991,2872241666,5,526,0
0,4899658442,9637317266,8883648488,4,656,0
0,4595290933,7001347462,7704166522,4,641,0
2,3871471552,7785426754,6176449838,7,620,0
1,2863077796,6827368854,5890915948,6,681,0
1,2137032923,4725559237,3816600059,5,673,0
0,6876142539,6734547362,6734547362,2,731,0
2,6159160924,1839121175,1012944881,3,567,0
3,397377031,1453789844,6888251036,5,682,0
1,763164478,1015250687,1018461391,5,604,0
3,5052951021,1510003224,7790906229,3,590,1
2,453385916,6662477805,7445934596,8,733,0
5,4436068311,2132709267,7076828652,2,606,1
0,4742798051,5003561943,7767593615,4,646,0
1,715553663,7017227929,9965563385,6,604,0
1,6531394014,8134155293,9190932294,5,685,0
5,608041614,2176408826,8292058215,3,609,1
0,6312097613,1156501505,1043051788,3,726,0
0,5034736693,3551329238,8323900002,5,702,0
0,2951599467,1974442932,5067251812,4,721,0
2,2552593906,7779512776,4802199766,5,558,0
0,3919547922,1324917643,5618686699,3,600,0
1,3013894585,7658625873,5644835984,5,737,0
0,336250261,4144146917,5124855647,3,619,0
3,177858608,4617153494,2521891224,5,639,0
0,2966921711,4857329586,5821072325,5,748,0
1,3539861621,5724664434,4922251784,5,692,0
5,3095054535,1411455373,4979858177,2,500,1
1,2473046689,5102413945,4663220969,5,644,0
0,2810740918,666255828,749912842,5,590,0
0,4575249304,5642386621,7152056578,5,668,0
1,3099733937,4846615502,5753649098,6,559,0
0,2181475924,1988687776,3756353779,2,620,0
5,4388660393,1927503641,6809141961,4,479,1
0,295314435,8071388439,8938077821,3,633,0
0,5662205693,6563916557,8250069354,3,692,0
1,459344363,6628150071,6624027038,4,721,0
5,3076667036,1420861977,566582276,5,558,1
5,3709082919,1519614608,5257653714,4,575,1
2,2680995319,737682621,4724661659,3,600,0
0,3645396369,3647529746,9400546583,4,608,0
2,2666307024,8072653535,4891557337,4,700,0
5,4750532467,1902723325,6864992521,3,586,1
1,4498660966,6860732909,6750583783,5,683,0
5,394592163,1536030872,530711259,3,625,1
1,5001706312,7918792987,7301942356,5,664,0
0,2804554815,2867785158,5313265562,2,719,0
5,4464588116,2562465776,7617205544,4,574,1
0,2929572785,2808962077,4883818951,4,575,0
5,3287621773,1397090147,5617418939,6,566,1
1,2729064841,5616121566,4944300156,7,613,0
1,1286102048,2881404639,3552439034,5,686,0
